"";"FECHA";"CLIENTE";"IMPORTE"
"32979";2015-08-05;7263680014;"20,00"
"34282";2015-08-05;7161983023;"62,17"
"34292";2015-08-05;1204947010;"51,20"
"36288";2015-08-05;1261257014;"33,00"
"36973";2015-08-05;3618552016;"5,00"
"37184";2015-08-05;2387324019;"20,00"
"37230";2015-08-05;40596015;"62,00"
"37852";2015-08-05;2185261017;"53,85"
"38138";2015-08-05;1341727020;"53,30"
"38246";2015-08-05;1343297030;"50,00"
"38807";2015-08-05;2293913012;"50,00"
"39879";2015-08-05;2327898015;"30,98"
"41097";2015-08-05;1268630015;"23,38"
"41385";2015-08-05;3762289019;"30,00"
"41530";2015-08-05;2216218010;"59,83"
"42094";2015-08-05;2415989015;"50,00"
"42455";2015-08-05;3534826015;"54,00"
"162";2015-08-06;3771410010;"46,00"
"216";2015-08-06;7264792016;"58,00"
"416";2015-08-06;2051095010;"40,50"
"434";2015-08-06;7271159019;"46,50"
"534";2015-08-06;9566620038;"46,60"
"810";2015-08-06;1326113022;"59,00"
"1618";2015-08-06;2123905014;"50,01"
"2030";2015-08-06;44174017;"66,52"
"2287";2015-08-06;2413221015;"74,51"
"2405";2015-08-06;73113027;"42,68"
"2968";2015-08-06;40596015;"68,00"
"3015";2015-08-06;3530044027;"47,49"
"3405";2015-08-06;7197432011;"89,14"
"3761";2015-08-06;9605100018;"30,00"
"4354";2015-08-06;1208520011;"53,90"
"4666";2015-08-06;2241926017;"80,00"
"5548";2015-08-06;16791012;"63,00"
"6336";2015-08-06;3994922015;"40,00"
"8076";2015-08-06;1201379019;"51,00"
"9463";2015-08-06;2337588028;"53,00"
"9535";2015-08-06;2273677017;"93,50"
"10835";2015-08-06;1185377013;"25,98"
"11299";2015-08-06;1178071011;"50,00"
"11459";2015-08-06;60865019;"59,00"
"11971";2015-08-06;7264517017;"52,00"
"12699";2015-08-06;7266789028;"67,01"
"13309";2015-08-06;1016378032;"48,60"
"13354";2015-08-06;1299855039;"35,00"
"14024";2015-08-06;3874720026;"38,71"
"14104";2015-08-06;2335214015;"67,00"
"14904";2015-08-06;2162322014;"35,00"
"14962";2015-08-06;7237435016;"40,88"
"16534";2015-08-06;2315184014;"47,01"
"17763";2015-08-06;2277110015;"41,25"
"18678";2015-08-06;3618552016;"66,00"
"19140";2015-08-06;7249996013;"53,20"
"19573";2015-08-06;9591400026;"57,70"
"21134";2015-08-06;9621070013;"33,50"
"21342";2015-08-06;1519706012;"53,40"
"21806";2015-08-06;7143794019;"40,00"
"22725";2015-08-06;1583028;"42,50"
"22978";2015-08-06;3882696010;"28,00"
"24670";2015-08-06;9589470015;"65,00"
"24802";2015-08-06;2013871011;"54,01"
"25253";2015-08-06;2234945016;"47,00"
"25727";2015-08-06;2214568010;"42,61"
"25746";2015-08-06;7014020015;"53,13"
"26986";2015-08-06;2249029012;"41,00"
"27239";2015-08-06;7186583022;"59,68"
"27241";2015-08-06;69190013;"42,55"
"27517";2015-08-06;7266328017;"64,70"
"28246";2015-08-06;1181583010;"67,00"
"28423";2015-08-06;2216480016;"15,00"
"28519";2015-08-06;1051879037;"31,10"
"28668";2015-08-06;55815011;"56,91"
"29007";2015-08-06;2027193014;"39,00"
"29210";2015-08-06;2106378015;"36,48"
"29246";2015-08-06;1233409016;"20,30"
"29277";2015-08-06;1487055012;"14,06"
"29407";2015-08-06;7179682021;"58,25"
"29524";2015-08-06;7265885017;"33,40"
"29891";2015-08-06;2123905014;"41,58"
"30018";2015-08-06;7265491014;"41,01"
"30815";2015-08-06;1148700055;"58,42"
"31744";2015-08-06;74147016;"43,00"
"32059";2015-08-06;1167561014;"31,55"
"32099";2015-08-06;3542006030;"56,00"
"32397";2015-08-06;1255418028;"47,00"
"32707";2015-08-06;10253019;"67,00"
"33936";2015-08-06;1421483015;"57,01"
"34392";2015-08-06;10817029;"39,50"
"34809";2015-08-06;2389954011;"46,91"
"35380";2015-08-06;7124770012;"66,92"
"35787";2015-08-06;1280844024;"45,00"
"36076";2015-08-06;7194971011;"42,25"
"36084";2015-08-06;1259926018;"50,00"
"36384";2015-08-06;1008093013;"46,50"
"36977";2015-08-06;1277666018;"52,00"
"37299";2015-08-06;1521545036;"58,00"
"37437";2015-08-06;3555478035;"58,00"
"37770";2015-08-06;88966013;"60,00"
"38514";2015-08-06;1472305034;"49,00"
"38559";2015-08-06;2315972012;"35,43"
"38638";2015-08-06;2062125012;"38,90"
"39134";2015-08-06;7264038014;"67,20"
"39604";2015-08-06;2191072010;"53,51"
"40281";2015-08-06;1092473022;"52,10"
"40466";2015-08-06;2278868017;"56,00"
"40600";2015-08-06;1034891016;"58,00"
"42339";2015-08-06;7099715018;"57,90"
"42450";2015-08-06;1477232027;"32,00"
"171";2015-08-07;1178071011;"30,00"
"211";2015-08-07;49451030;"56,32"
"223";2015-08-07;9627760013;"40,00"
"1193";2015-08-07;1357714029;"40,60"
"1328";2015-08-07;7265611017;"24,00"
"1441";2015-08-07;1489416014;"35,00"
"2474";2015-08-07;2329680015;"50,91"
"3520";2015-08-07;1226862025;"50,00"
"3547";2015-08-07;7104602011;"66,04"
"3667";2015-08-07;2301419010;"68,00"
"4037";2015-08-07;2011398017;"68,00"
"4449";2015-08-07;3488327010;"36,00"
"4762";2015-08-07;1069356018;"49,01"
"4968";2015-08-07;1176658017;"57,50"
"6191";2015-08-07;2186234013;"31,50"
"6341";2015-08-07;3658293034;"30,00"
"6387";2015-08-07;67773018;"53,20"
"6854";2015-08-07;2356040018;"67,01"
"7141";2015-08-07;39970015;"20,00"
"7148";2015-08-07;2185261017;"59,00"
"7471";2015-08-07;1395048034;"18,95"
"7886";2015-08-07;1288334012;"50,82"
"8575";2015-08-07;27109014;"73,00"
"8779";2015-08-07;1291369011;"41,10"
"9170";2015-08-07;1332109014;"41,30"
"10336";2015-08-07;7264184016;"53,00"
"11069";2015-08-07;1205929019;"75,68"
"11444";2015-08-07;2252513019;"41,00"
"11515";2015-08-07;3795528011;"22,02"
"11770";2015-08-07;1414912020;"46,00"
"11887";2015-08-07;1070535022;"54,15"
"12357";2015-08-07;3435851039;"56,17"
"12545";2015-08-07;60809025;"15,30"
"14091";2015-08-07;2348938014;"39,25"
"14836";2015-08-07;7264908018;"54,47"
"14960";2015-08-07;3707742015;"50,00"
"15493";2015-08-07;2357947013;"60,00"
"16176";2015-08-07;7057376019;"52,56"
"16525";2015-08-07;2413221015;"39,00"
"17208";2015-08-07;2423410012;"52,20"
"17408";2015-08-07;1401276017;"32,00"
"20282";2015-08-07;7183170021;"47,79"
"21030";2015-08-07;2356505010;"75,00"
"21108";2015-08-07;2205781010;"60,39"
"21820";2015-08-07;2330317011;"44,00"
"22056";2015-08-07;51211017;"40,00"
"22421";2015-08-07;7261490010;"22,00"
"24217";2015-08-07;3558196014;"58,00"
"25814";2015-08-07;44841011;"51,45"
"25968";2015-08-07;7260545012;"66,60"
"26775";2015-08-07;23198029;"56,00"
"27016";2015-08-07;1192806048;"40,00"
"27172";2015-08-07;1266170014;"37,83"
"27343";2015-08-07;7268116014;"50,01"
"27607";2015-08-07;7267561012;"40,00"
"27646";2015-08-07;9529660030;"40,00"
"27815";2015-08-07;7268975013;"54,00"
"27945";2015-08-07;1002287017;"41,51"
"29131";2015-08-07;3378412013;"15,00"
"29454";2015-08-07;7264677019;"44,01"
"29551";2015-08-07;69952016;"48,00"
"29885";2015-08-07;3223192018;"85,69"
"30169";2015-08-07;2283549016;"67,10"
"30292";2015-08-07;7145607029;"56,63"
"30555";2015-08-07;1337188021;"50,70"
"30819";2015-08-07;1292991011;"30,00"
"31516";2015-08-07;1320509035;"52,05"
"31876";2015-08-07;1275966014;"43,19"
"33281";2015-08-07;7070061093;"59,02"
"33628";2015-08-07;2031530011;"20,00"
"33795";2015-08-07;73338012;"8,47"
"34204";2015-08-07;2284719014;"61,70"
"34585";2015-08-07;7085650047;"36,24"
"34772";2015-08-07;1123307015;"36,73"
"34796";2015-08-07;1327835029;"45,00"
"34827";2015-08-07;7065153012;"51,02"
"35532";2015-08-07;56651035;"26,70"
"35837";2015-08-07;1232248019;"48,00"
"35968";2015-08-07;48712028;"26,00"
"35976";2015-08-07;2395102019;"72,00"
"36410";2015-08-07;2316429012;"62,02"
"37365";2015-08-07;3515209017;"44,00"
"37841";2015-08-07;3645176029;"47,00"
"37842";2015-08-07;1295405011;"50,01"
"38069";2015-08-07;1230118016;"51,80"
"38800";2015-08-07;64645029;"26,02"
"38821";2015-08-07;2357946023;"37,00"
"38971";2015-08-07;49058041;"48,60"
"39931";2015-08-07;9603320014;"50,00"
"40146";2015-08-07;1023047018;"38,00"
"40288";2015-08-07;68294014;"43,50"
"40296";2015-08-07;1109675021;"40,00"
"40434";2015-08-07;1276437015;"50,00"
"40889";2015-08-07;3649269010;"15,00"
"42628";2015-08-07;1306902022;"37,27"
"43103";2015-08-07;2424291015;"40,00"
"43243";2015-08-07;2207361019;"30,00"
"4915";2015-08-08;1357269016;"32,00"
"4930";2015-08-08;7203523019;"50,01"
"5836";2015-08-08;1196286015;"37,48"
"6122";2015-08-08;3798417055;"128,81"
"7421";2015-08-08;1398546018;"54,19"
"7508";2015-08-08;1113514026;"54,00"
"8490";2015-08-08;1415783024;"30,00"
"9402";2015-08-08;79211015;"37,20"
"10327";2015-08-08;1467884035;"49,78"
"10801";2015-08-08;9568170032;"58,00"
"11933";2015-08-08;3603736012;"42,00"
"11958";2015-08-08;27600020;"23,00"
"12494";2015-08-08;1015804014;"43,00"
"12924";2015-08-08;63636029;"45,84"
"14525";2015-08-08;3952730038;"51,09"
"14537";2015-08-08;7266938013;"44,00"
"14752";2015-08-08;7084362032;"11,51"
"16590";2015-08-08;2210832014;"54,34"
"17064";2015-08-08;9590710037;"45,00"
"17286";2015-08-08;7226026016;"39,50"
"18885";2015-08-08;61766018;"54,13"
"18912";2015-08-08;1343297030;"30,87"
"19150";2015-08-08;7265034012;"61,00"
"19407";2015-08-08;1069093035;"40,00"
"20370";2015-08-08;2340772015;"52,92"
"20483";2015-08-08;1201379019;"45,51"
"21005";2015-08-08;3525516013;"46,52"
"21900";2015-08-08;3484495035;"43,75"
"22414";2015-08-08;87430011;"39,48"
"22662";2015-08-08;2156844015;"55,26"
"22680";2015-08-08;3210418012;"55,40"
"22999";2015-08-08;7022287010;"50,00"
"23626";2015-08-08;2202975011;"36,00"
"23796";2015-08-08;3214268017;"50,00"
"24228";2015-08-08;2207924014;"30,37"
"25302";2015-08-08;3607791013;"53,00"
"26014";2015-08-08;1228918021;"48,01"
"26479";2015-08-08;2333935017;"93,00"
"28453";2015-08-08;24783035;"61,50"
"28765";2015-08-08;26195022;"37,00"
"28994";2015-08-08;1016603017;"46,95"
"29058";2015-08-08;2236120014;"50,20"
"29387";2015-08-08;1255154013;"50,00"
"31389";2015-08-08;42542017;"40,43"
"31684";2015-08-08;44081014;"29,00"
"31908";2015-08-08;2392014019;"58,41"
"32008";2015-08-08;3813253022;"22,28"
"32526";2015-08-08;1295744011;"32,02"
"33496";2015-08-08;25720010;"18,18"
"33911";2015-08-08;20230056;"43,02"
"34393";2015-08-08;1794849024;"29,00"
"34487";2015-08-08;1161470014;"67,40"
"35134";2015-08-08;7092025019;"43,72"
"36284";2015-08-08;1240828028;"46,01"
"38711";2015-08-08;3675514016;"34,00"
"39911";2015-08-08;9609970010;"22,25"
"41739";2015-08-08;3033847058;"35,00"
"41845";2015-08-08;1359443023;"50,47"
"42655";2015-08-08;7197435048;"59,15"
"116";2015-08-09;3673675017;"30,00"
"1835";2015-08-09;58562016;"44,78"
"2432";2015-08-09;1234644017;"41,98"
"3277";2015-08-09;1044266019;"30,61"
"3362";2015-08-09;1038688012;"52,50"
"3859";2015-08-09;1176877023;"50,00"
"4102";2015-08-09;1389663020;"59,45"
"5104";2015-08-09;25649037;"50,00"
"6038";2015-08-09;1030073015;"59,50"
"6298";2015-08-09;3894939010;"53,39"
"7616";2015-08-09;2393474014;"81,50"
"8290";2015-08-09;7170425032;"30,00"
"8367";2015-08-09;3675861037;"13,58"
"8845";2015-08-09;1460125022;"47,20"
"11135";2015-08-09;2400776013;"65,30"
"11693";2015-08-09;1092760012;"30,43"
"14172";2015-08-09;3202176024;"45,35"
"14808";2015-08-09;7221773018;"30,00"
"14832";2015-08-09;3625240050;"20,00"
"18561";2015-08-09;2094934019;"60,49"
"19295";2015-08-09;44081014;"56,30"
"19552";2015-08-09;3554508022;"49,65"
"20152";2015-08-09;1114129016;"24,32"
"20572";2015-08-09;1117745014;"45,00"
"20586";2015-08-09;7183019012;"55,30"
"23632";2015-08-09;2087623017;"35,00"
"24301";2015-08-09;1287931014;"48,39"
"26998";2015-08-09;2023452018;"56,00"
"27025";2015-08-09;1415783024;"54,20"
"28207";2015-08-09;3195788017;"50,70"
"28997";2015-08-09;2023452018;"32,50"
"29135";2015-08-09;9542110039;"38,70"
"29463";2015-08-09;18398014;"52,00"
"29947";2015-08-09;2396367017;"40,00"
"30396";2015-08-09;2127729014;"80,40"
"31105";2015-08-09;2160802017;"39,99"
"31303";2015-08-09;1101025019;"17,02"
"32460";2015-08-09;1307237014;"51,00"
"32713";2015-08-09;68920014;"50,01"
"32785";2015-08-09;2211898014;"67,79"
"32787";2015-08-09;1001027018;"55,79"
"33340";2015-08-09;1334439021;"74,44"
"34353";2015-08-09;3667081016;"55,60"
"35442";2015-08-09;1487055012;"41,01"
"35774";2015-08-09;7185600025;"42,20"
"36770";2015-08-09;1244453011;"34,00"
"40077";2015-08-09;2373817018;"30,00"
"40185";2015-08-09;3662772015;"55,19"
"40644";2015-08-09;2395102019;"66,30"
"41092";2015-08-09;12035026;"44,81"
"42176";2015-08-09;1449573045;"66,40"
"252";2015-08-10;1184960017;"62,66"
"419";2015-08-10;16791012;"65,00"
"1530";2015-08-10;1155041011;"40,10"
"1845";2015-08-10;3581013012;"56,80"
"4650";2015-08-10;62351018;"56,10"
"4986";2015-08-10;1178071011;"40,00"
"5086";2015-08-10;1182627014;"28,45"
"5475";2015-08-10;3590631010;"37,00"
"8761";2015-08-10;7163062024;"25,00"
"9158";2015-08-10;2281001010;"37,49"
"9541";2015-08-10;80630013;"41,74"
"10331";2015-08-10;7222550027;"30,00"
"10365";2015-08-10;1061247017;"27,51"
"11713";2015-08-10;2400454017;"61,61"
"12085";2015-08-10;1289190017;"45,00"
"13064";2015-08-10;2007411014;"42,00"
"13163";2015-08-10;1359443023;"47,42"
"13419";2015-08-10;43884020;"61,10"
"14035";2015-08-10;3887094013;"52,00"
"15571";2015-08-10;2329829018;"44,00"
"16325";2015-08-10;7215293031;"22,10"
"16407";2015-08-10;3228522037;"57,41"
"17079";2015-08-10;2329680015;"42,70"
"17352";2015-08-10;3864666023;"31,90"
"17586";2015-08-10;3661999031;"48,00"
"17943";2015-08-10;3757442037;"10,00"
"19453";2015-08-10;1098018029;"20,00"
"20653";2015-08-10;3592563013;"55,00"
"20817";2015-08-10;9568170057;"57,00"
"21151";2015-08-10;3690822014;"22,00"
"21525";2015-08-10;2252322015;"47,20"
"22216";2015-08-10;2165005012;"65,00"
"22305";2015-08-10;3922480045;"53,51"
"22419";2015-08-10;1112026065;"51,68"
"22672";2015-08-10;1177126022;"50,00"
"23404";2015-08-10;9552160023;"55,00"
"24548";2015-08-10;2315972012;"61,00"
"25300";2015-08-10;7212405026;"53,30"
"26218";2015-08-10;76222023;"50,90"
"26545";2015-08-10;1117610010;"38,10"
"26879";2015-08-10;2326992017;"38,90"
"26922";2015-08-10;7271131018;"54,54"
"27525";2015-08-10;67229029;"59,00"
"27538";2015-08-10;2318234014;"50,00"
"28050";2015-08-10;1092760012;"37,00"
"28425";2015-08-10;1034610028;"66,60"
"28971";2015-08-10;44071031;"21,58"
"29038";2015-08-10;14238024;"42,00"
"29489";2015-08-10;7164418027;"10,89"
"29497";2015-08-10;2399396013;"53,00"
"30497";2015-08-10;3671255010;"51,00"
"30948";2015-08-10;7269952011;"50,00"
"31012";2015-08-10;1394053035;"63,50"
"31392";2015-08-10;3192569014;"51,03"
"33215";2015-08-10;2140094016;"56,01"
"34507";2015-08-10;7057376019;"6,56"
"34690";2015-08-10;53762017;"50,01"
"34854";2015-08-10;9910017;"30,00"
"36162";2015-08-10;3649269010;"20,00"
"36569";2015-08-10;1263567016;"30,62"
"36595";2015-08-10;3673740027;"51,00"
"36617";2015-08-10;1091320016;"34,00"
"37000";2015-08-10;1167561014;"36,11"
"37050";2015-08-10;2168573016;"47,10"
"38384";2015-08-10;30283012;"101,00"
"38827";2015-08-10;7115924032;"51,00"
"40426";2015-08-10;1288819012;"51,40"
"41537";2015-08-10;7212498013;"99,00"
"41762";2015-08-10;2395579018;"20,00"
"41861";2015-08-10;7264754016;"65,00"
"41929";2015-08-10;1042193019;"34,00"
"1479";2015-08-11;56651035;"60,00"
"1887";2015-08-11;2206654018;"50,00"
"2624";2015-08-11;3590631010;"34,00"
"3490";2015-08-11;84630019;"47,40"
"3608";2015-08-11;1287776013;"91,00"
"4057";2015-08-11;2389179015;"51,50"
"4447";2015-08-11;2307986012;"44,50"
"4689";2015-08-11;2156845020;"69,00"
"6731";2015-08-11;66052018;"49,00"
"7069";2015-08-11;7229462010;"57,30"
"7545";2015-08-11;7197432011;"93,10"
"7596";2015-08-11;7270802015;"53,75"
"7946";2015-08-11;1521545036;"63,00"
"8322";2015-08-11;2330333018;"57,07"
"9676";2015-08-11;1058630019;"56,50"
"9770";2015-08-11;45555032;"34,00"
"10598";2015-08-11;49012022;"57,54"
"10997";2015-08-11;81769018;"50,77"
"12057";2015-08-11;3711800015;"42,60"
"12345";2015-08-11;1002520029;"52,40"
"15081";2015-08-11;7124107025;"46,40"
"15469";2015-08-11;21616014;"41,10"
"16054";2015-08-11;2273677017;"48,00"
"16929";2015-08-11;83328011;"47,20"
"17011";2015-08-11;3855571018;"64,80"
"17394";2015-08-11;7057442035;"30,95"
"17499";2015-08-11;7268433013;"36,00"
"17649";2015-08-11;2216218010;"70,40"
"17662";2015-08-11;2015011012;"60,00"
"18359";2015-08-11;1255418028;"46,00"
"18570";2015-08-11;1239788019;"31,50"
"19330";2015-08-11;10253019;"32,26"
"19397";2015-08-11;84630019;"51,65"
"20446";2015-08-11;2205781010;"50,00"
"20942";2015-08-11;7092025019;"55,05"
"21086";2015-08-11;2209145014;"43,81"
"22116";2015-08-11;2408507014;"4,60"
"22668";2015-08-11;38755029;"40,50"
"23811";2015-08-11;7065407012;"56,00"
"23816";2015-08-11;7265885017;"30,00"
"24458";2015-08-11;9606980020;"42,00"
"24897";2015-08-11;76051042;"26,49"
"25087";2015-08-11;3887864027;"42,00"
"26231";2015-08-11;3829344013;"23,20"
"26697";2015-08-11;3917093019;"26,00"
"27415";2015-08-11;7202995028;"43,00"
"28137";2015-08-11;2315184014;"47,00"
"29745";2015-08-11;1342366026;"46,67"
"30270";2015-08-11;2335980011;"49,00"
"31022";2015-08-11;3840616027;"55,00"
"31713";2015-08-11;7266949010;"52,00"
"32453";2015-08-11;71893018;"46,01"
"32861";2015-08-11;7193943011;"18,87"
"33018";2015-08-11;3781008028;"81,00"
"33062";2015-08-11;9616490028;"59,00"
"34230";2015-08-11;7039213017;"50,00"
"34697";2015-08-11;1468087018;"41,20"
"34825";2015-08-11;7265228010;"32,40"
"34998";2015-08-11;1295411019;"55,50"
"36555";2015-08-11;2186425017;"40,00"
"36817";2015-08-11;3574692012;"33,81"
"36946";2015-08-11;7261099019;"40,00"
"37271";2015-08-11;1145753014;"47,33"
"37570";2015-08-11;9627760013;"51,05"
"38787";2015-08-11;24194035;"42,15"
"38946";2015-08-11;3832625044;"35,50"
"40036";2015-08-11;59797017;"40,00"
"40349";2015-08-11;7268712010;"47,00"
"40940";2015-08-11;7223750014;"54,00"
"41132";2015-08-11;1390759049;"45,40"
"41908";2015-08-11;2344170018;"30,00"
"42175";2015-08-11;3382583015;"41,60"
"42315";2015-08-11;2340414014;"20,17"
"42591";2015-08-11;2335214015;"20,78"
"1105";2015-08-12;3834151015;"58,00"
"1751";2015-08-12;1430424018;"39,00"
"2810";2015-08-12;1508255021;"49,20"
"3163";2015-08-12;3077432015;"50,80"
"3979";2015-08-12;1178071011;"45,00"
"3988";2015-08-12;2315836019;"48,10"
"5279";2015-08-12;1292991011;"43,29"
"6152";2015-08-12;1231713013;"58,60"
"6892";2015-08-12;7008273018;"16,11"
"7143";2015-08-12;2421291018;"69,90"
"11290";2015-08-12;7208663034;"45,00"
"11871";2015-08-12;7237435016;"49,00"
"13488";2015-08-12;1266170014;"16,32"
"14239";2015-08-12;3522989015;"55,45"
"15325";2015-08-12;3389836036;"36,00"
"15587";2015-08-12;2168573016;"29,75"
"16260";2015-08-12;3888036039;"46,15"
"16695";2015-08-12;2129693010;"20,00"
"16750";2015-08-12;2301419010;"39,00"
"17008";2015-08-12;7129851031;"39,01"
"17046";2015-08-12;2194211011;"47,60"
"18551";2015-08-12;1167561014;"54,89"
"20023";2015-08-12;1407517042;"49,00"
"20366";2015-08-12;3542076017;"62,42"
"21526";2015-08-12;2418281014;"58,09"
"22143";2015-08-12;1110298011;"64,00"
"22929";2015-08-12;7102876013;"46,00"
"23119";2015-08-12;1313542027;"52,10"
"24105";2015-08-12;2186615013;"25,00"
"25071";2015-08-12;7145499013;"50,00"
"25298";2015-08-12;3220145027;"20,00"
"27391";2015-08-12;1142661020;"60,20"
"27771";2015-08-12;1310529035;"57,00"
"28029";2015-08-12;1123193019;"35,00"
"28290";2015-08-12;1290188016;"33,00"
"28437";2015-08-12;2074909015;"50,66"
"28456";2015-08-12;2284719014;"50,30"
"30425";2015-08-12;3676777034;"34,00"
"30627";2015-08-12;2249029012;"35,40"
"31208";2015-08-12;2388569018;"43,00"
"31775";2015-08-12;2302080019;"68,00"
"31977";2015-08-12;7265741012;"20,11"
"32041";2015-08-12;7057376019;"6,56"
"33890";2015-08-12;1266006010;"38,00"
"35221";2015-08-12;32087023;"41,01"
"35594";2015-08-12;3563842016;"43,00"
"35805";2015-08-12;1084196019;"44,00"
"36332";2015-08-12;7265020011;"57,00"
"37429";2015-08-12;2398919013;"40,70"
"39082";2015-08-12;7203418012;"32,00"
"39183";2015-08-12;1436762015;"57,50"
"39562";2015-08-12;24425033;"34,00"
"40711";2015-08-12;7265034012;"52,00"
"41635";2015-08-12;9507140039;"63,40"
"41730";2015-08-12;1156857019;"65,01"
"41773";2015-08-12;1136193022;"54,00"
"42276";2015-08-12;1211923012;"47,50"
"165";2015-08-13;7193813016;"30,00"
"268";2015-08-13;2185261017;"49,45"
"1055";2015-08-13;7193788010;"58,00"
"1521";2015-08-13;79211015;"54,78"
"1831";2015-08-13;1182627014;"104,51"
"3589";2015-08-13;2215775010;"37,20"
"4280";2015-08-13;7219652034;"38,00"
"4638";2015-08-13;3220150019;"57,00"
"5072";2015-08-13;7113332022;"46,50"
"6172";2015-08-13;7207514048;"40,00"
"6660";2015-08-13;3733445013;"44,00"
"6830";2015-08-13;3649269010;"45,00"
"6910";2015-08-13;2317046;"56,00"
"8471";2015-08-13;3197932019;"44,41"
"8901";2015-08-13;1009381037;"45,80"
"10096";2015-08-13;7260890012;"44,84"
"10743";2015-08-13;68294014;"30,00"
"11138";2015-08-13;3560896049;"38,74"
"11144";2015-08-13;2395102019;"71,00"
"12055";2015-08-13;2162322014;"16,80"
"13737";2015-08-13;3851241038;"35,00"
"13905";2015-08-13;3799270024;"45,29"
"14007";2015-08-13;3972137024;"58,20"
"15817";2015-08-13;1260665019;"58,00"
"16186";2015-08-13;2014561017;"54,28"
"16428";2015-08-13;7266328017;"57,91"
"16596";2015-08-13;7203523019;"50,00"
"16771";2015-08-13;7215492021;"62,77"
"16913";2015-08-13;2356812010;"49,80"
"17756";2015-08-13;9539990039;"30,00"
"18490";2015-08-13;2365742018;"48,00"
"18841";2015-08-13;2400776013;"73,00"
"19419";2015-08-13;1260966029;"15,00"
"19972";2015-08-13;1395048034;"61,00"
"20257";2015-08-13;2306029012;"51,92"
"21611";2015-08-13;9529660030;"48,00"
"22422";2015-08-13;71476038;"48,95"
"22493";2015-08-13;3385608017;"30,00"
"22506";2015-08-13;1161470014;"75,51"
"23667";2015-08-13;2393095017;"57,45"
"24525";2015-08-13;2013871011;"47,00"
"24874";2015-08-13;10817029;"35,50"
"26679";2015-08-13;7194971011;"32,60"
"27405";2015-08-13;3746135031;"50,00"
"27552";2015-08-13;3180681011;"46,00"
"28145";2015-08-13;7261719012;"45,00"
"28860";2015-08-13;7107299013;"58,65"
"28962";2015-08-13;67944015;"61,20"
"29587";2015-08-13;3913644013;"50,00"
"31734";2015-08-13;3919314017;"34,01"
"31926";2015-08-13;2413704010;"25,00"
"33202";2015-08-13;1277666018;"52,10"
"33351";2015-08-13;7244739012;"68,59"
"34929";2015-08-13;1227024013;"49,06"
"36354";2015-08-13;3667081016;"79,00"
"36428";2015-08-13;3530044027;"47,80"
"36794";2015-08-13;3690829019;"22,11"
"36810";2015-08-13;2375058017;"54,00"
"37064";2015-08-13;26195022;"34,00"
"37633";2015-08-13;68422037;"41,00"
"40728";2015-08-13;1188217026;"40,00"
"40856";2015-08-13;7262796019;"21,44"
"42035";2015-08-13;7149050010;"51,00"
"43062";2015-08-13;7261260017;"51,52"
"1331";2015-08-14;1432878088;"60,00"
"1406";2015-08-14;2357356017;"40,35"
"2344";2015-08-14;1362324020;"32,09"
"2421";2015-08-14;2227190026;"47,00"
"2443";2015-08-14;1223478013;"50,01"
"2444";2015-08-14;2123125019;"62,59"
"2622";2015-08-14;2329067015;"64,00"
"2688";2015-08-14;3668181013;"59,00"
"3412";2015-08-14;44841011;"18,91"
"3559";2015-08-14;3787986011;"41,65"
"4048";2015-08-14;2392014019;"45,00"
"4641";2015-08-14;3733445013;"11,00"
"4661";2015-08-14;2420007019;"60,00"
"4935";2015-08-14;76223013;"18,25"
"5140";2015-08-14;9605100018;"32,61"
"5202";2015-08-14;2312978012;"57,11"
"5262";2015-08-14;1008093039;"47,50"
"5581";2015-08-14;1155041011;"56,60"
"6313";2015-08-14;3860159015;"40,00"
"6814";2015-08-14;4127111070;"40,37"
"6987";2015-08-14;3210418012;"31,00"
"7023";2015-08-14;1118935010;"50,00"
"7287";2015-08-14;7263511011;"53,51"
"7591";2015-08-14;7173433017;"368,52"
"9380";2015-08-14;2236120014;"42,20"
"9882";2015-08-14;3645176029;"50,00"
"10354";2015-08-14;1261493015;"75,33"
"11001";2015-08-14;1425630025;"17,78"
"11629";2015-08-14;2207361019;"30,00"
"11652";2015-08-14;1178071011;"20,00"
"11757";2015-08-14;1161470014;"23,40"
"12358";2015-08-14;3174131023;"33,25"
"13917";2015-08-14;2249774013;"61,00"
"14229";2015-08-14;3794952048;"62,30"
"14511";2015-08-14;2331059018;"41,41"
"15078";2015-08-14;9589470015;"54,40"
"15149";2015-08-14;7260757013;"59,74"
"17209";2015-08-14;7164418027;"47,00"
"17356";2015-08-14;7057376019;"6,66"
"17488";2015-08-14;1039957020;"60,01"
"17668";2015-08-14;2329553014;"30,00"
"17785";2015-08-14;2205781010;"60,43"
"17938";2015-08-14;7265611017;"40,00"
"17957";2015-08-14;1087033011;"31,15"
"18854";2015-08-14;9630680026;"40,51"
"19376";2015-08-14;70613011;"57,10"
"19716";2015-08-14;1357714029;"24,50"
"19990";2015-08-14;2413704010;"42,00"
"20050";2015-08-14;1072860014;"38,49"
"20633";2015-08-14;2367248014;"44,00"
"20769";2015-08-14;1467884035;"21,00"
"21452";2015-08-14;3813242041;"66,00"
"22171";2015-08-14;3077432015;"47,50"
"23283";2015-08-14;51624011;"66,00"
"23436";2015-08-14;9632010016;"59,00"
"24431";2015-08-14;64645029;"34,14"
"24635";2015-08-14;1060379052;"54,00"
"25158";2015-08-14;2424519019;"23,20"
